feature	ASV3	ASV14	ASV19	ASV40	ASV42	ASV58	ASV67	ASV74	ASV93	ASV99	ASV121	ASV135	ASV147	ASV163	ASV191	ASV192	ASV199	ASV201	ASV207	ASV260	ASV262	ASV279	ASV280	ASV302	ASV307	ASV315	ASV316	ASV340	ASV387	ASV402	ASV423	ASV455	ASV465	ASV468	ASV477	ASV488	ASV489	ASV498	ASV499	ASV503	ASV512	ASV533	ASV582	ASV583	ASV622	ASV624	ASV629	ASV638	ASV645	ASV667	ASV672	ASV702	ASV725	ASV730	ASV754	ASV755	ASV761	ASV783	ASV798	ASV809	ASV824	ASV847	ASV863	ASV869	ASV870	ASV896	ASV904	ASV914	ASV944	ASV951	ASV957	ASV1030	ASV1037	ASV1045	ASV1056	ASV1064	ASV1079	ASV1084	ASV1107	ASV1119	ASV1120	ASV1147	ASV1158	ASV1161	ASV1201	ASV1209	ASV1226	ASV1240	ASV1293	ASV1316	ASV1342	ASV1346	ASV1348	ASV1485	ASV1501	ASV1504	ASV1526	ASV1536	ASV1564	ASV1597	ASV1614	ASV1641	ASV1719	ASV1764	ASV1832	ASV1834	ASV1838	ASV1843	ASV1904	ASV1931	ASV1973	ASV1977	ASV2019	ASV2091	ASV2216	ASV2255	ASV2281	ASV2385	ASV2449	ASV2521	ASV2631	ASV2721	ASV2730	ASV2763	ASV2771	ASV2779	ASV2786	ASV2796	ASV2868	ASV3005	ASV3051	ASV3132	ASV3171	ASV3199	ASV3245	ASV3298	ASV3333	ASV3349	ASV3373	ASV3399	ASV3449	ASV3500	ASV3605	ASV3678	ASV3775	ASV3809	ASV3835	ASV3882	ASV3913	ASV4023	ASV4057	ASV4094	ASV4101	ASV4102	ASV4116	ASV4138	ASV4243	ASV4265	ASV4315	ASV4338	ASV4438	ASV4662	ASV4810	ASV5145	ASV5215	ASV5302	ASV5340	ASV5848	ASV5873	ASV6356	ASV6392	ASV6454	ASV6654	ASV7202	ASV7440	ASV7717	ASV8426	ASV8525	ASV10208	ASV10292	ASV10339	ASV10534	ASV10599	ASV10850	ASV11775	ASV13149	ASV13259	ASV14237	ASV14524	ASV16513	ASV16811
KK2675	NA	-0.574126944935827	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-7.09873395358536	-7.00562454919388	-5.02834462569396	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-8.42066204847272	NA	NA	-6.14764355406631	NA	NA	-6.00562454919388	NA	NA	NA	NA	NA	NA	-6.14764355406631	NA	-8.00562454919388	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-4.00562454919388	NA	NA	-7.68369645430652	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-6.91816170794354	-8.19826962713627	NA	NA	NA	NA	NA	NA	-9.00562454919388	-5.91816170794354	NA	NA	NA	NA	NA	NA	NA	NA	-6.91816170794354	NA	-7.83569954775157	NA	NA	NA	NA	NA	NA	NA	NA	NA	-4.81579999031386	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-4.02834462569396	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-6.14764355406631	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-8.42066204847272	NA	NA	NA	NA	NA	NA	NA	NA	-7.68369645430652	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-8.68369645430652	NA	NA
KK2676	NA	-0.172630861688911	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-7.67872588059436	-9.31615580120966	-5.93149195097433	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-10.9011183019308	NA	NA	-7.84222461287724	NA	-6.21929426195707	-10.486080802652	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-8.90111830193081	NA	NA	-9.67872588059437	NA	-6.60343775329013	NA	NA	NA	NA	NA	NA	NA	NA	NA	-9.31615580120966	NA	NA	NA	NA	NA	NA	NA	NA	-4.99422770632229	NA	NA	NA	NA	NA	NA	NA	NA	-6.84222461287724	NA	NA	NA	-11.486080802652	NA	NA	NA	NA	NA	NA	NA	-6.53188449226509	NA	-10.486080802652	NA	-9.90111830193081	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-8.90111830193081	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-10.486080802652	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KK2677	NA	-0.758684070251548	NA	-4.18708879326822	NA	NA	NA	NA	NA	NA	NA	NA	-8.09782145517113	-8.21811568888885	NA	NA	NA	NA	NA	-8.57175264350355	-8.21811568888885	-9.74167764494586	NA	NA	NA	NA	NA	-9.74167764494586	NA	NA	NA	NA	NA	NA	NA	-1.77157175433368	NA	NA	-7.6972835255874	NA	-7.78748133455898	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-11.1567151442247	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-10.7416776449459	NA	NA	-10.7416776449459	NA	-10.7416776449459	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-10.1567151442247	NA	NA	NA	NA	-10.4197495500585	-8.83478704933734	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-8.93432272288825	NA	NA	NA	NA	NA	NA	NA	NA	NA	-7.98679014278239	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-9.28224602630856	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-11.7416776449459	NA	NA	NA	NA	NA	NA	NA	-10.7416776449459	NA	NA	NA	-8.3493602221671	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-8.28224602630856	-9.28224602630856	NA	NA	NA
KK2678	NA	-0.155584195464262	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-8.01944441782169	-8.68240943054412	-6.94544383637791	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-6.7755188349356	NA	NA	-8.46001700920767	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-10.2673719312653	NA	NA	NA	NA	-5.03855324076939	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-8.56693221312418	NA	NA	NA	NA	NA	-4.95448897598092	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-8.56693221312418	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-8.80794031262798	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-9.26737193126527	NA	-9.46001700920767	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-9.09744692982296	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KK2679	NA	-0.0294645796434991	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-10.8257538328831	-8.7188386289666	NA	NA	NA	NA	-10.0026315949672	NA	-11.0667619323869	-12.5261935510242	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-10.941231050303	NA	NA	NA	NA	NA	NA	-11.0667619323869	NA	NA	NA	NA	-6.55464999707343	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-11.0667619323869	NA	-8.16864154640612	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-12.941231050303	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KK2680	NA	-0.441023151989546	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-7.66770293172909	-8.96315881525526	NA	NA	NA	NA	NA	-8.42259043389256	-7.29330741694759	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-2.46984918670607	NA	NA	-7.37819631453411	NA	-6.31406597711439	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-11.4225904338926	NA	NA	NA	NA	NA	-8.33512759264222	NA	NA	NA	NA	NA	NA	NA	NA	NA	-6.23276587501254	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-8.0302730111138	NA	NA	NA	NA	-10.4225904338926	-5.80788058977735	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-8.96315881525526	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-9.61523551183496	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-8.51569983828404	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-9.1006623390052	NA	NA	NA
KK2681	-6.76060115335786	-3.63721873785258	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-5.32002856197188	-6.98299357469431	NA	NA	NA	NA	NA	-3.32002856197188	-7.2460279805281	-1.84685688670828	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-3.68531302605362	NA	NA	-4.52356195605701	NA	NA	NA	NA	NA	NA	-6.39803107397315	NA	NA	NA	NA	NA	-6.76060115335786	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-5.76060115335786	NA	NA	-4.2460279805281	NA	NA	-8.56795607541547	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-3.68531302605362	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-5.56795607541547	NA	NA	NA	NA	-5.17563865263671	NA	NA	NA	NA	-5.48049323416513	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-7.98299357469431	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-7.56795607541547	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-4.66106547980695	NA	-4.70997508028789	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-5.86751635727437	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-6.39803107397315	NA	NA	NA	NA	NA	NA	-6.39803107397315	NA	NA
KK2682	NA	-0.229736084467613	NA	-8.85345133664706	NA	NA	NA	NA	NA	NA	NA	NA	-6.50552803322675	-8.85345133664706	NA	NA	NA	NA	NA	NA	-8.31288295528435	-9.99095486039699	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-4.00454392514495	NA	NA	-7.02748073642211	NA	-6.64045761331286	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-9.99095486039699	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-10.7279204545632	NA	-8.50552803322675	NA	NA	NA	NA	NA	NA	NA	NA	NA	-9.50552803322675	NA	NA	NA	NA	NA	NA	NA	NA	-6.12305839640434	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-8.06495544184077	NA	NA	NA	NA	NA	NA	NA	NA	NA	-6.9205655325056	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-7.78932099922734	NA	-8.99095486039699	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-9.7279204545632	NA	NA	NA	NA	NA	NA	NA	NA	NA	-8.14295795384204	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-8.61244323714326	-8.99095486039699	NA	NA	NA
KK2683	NA	-5.79019437089942	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-6.95525361716992	NA	NA	NA	NA	NA	-0.192091559669452	-5.86009638412958	-9.09275714091985	-7.64209573191029	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-8.47608578047136	NA	NA	-8.99964773652837	NA	NA	-7.91218489527803	NA	-9.82972273508606	NA	NA	NA	-9.67771964164101	NA	-8.60733031374961	-8.47608578047136	NA	NA	NA	-8.09275714091985	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-5.54021611789107	NA	-9.82972273508606	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-10.677719641641	-7.44505888485073	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-9.54021611789107	NA	NA	NA	NA	NA	NA	NA	NA	NA	-9.19229281447077	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-9.41468523580721	NA	NA	-6.06891039896548	NA	NA	NA	-8.99964773652837	NA	NA	NA	NA	NA	-10.677719641641	NA	NA	NA	NA	-10.677719641641	-10.677719641641	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-9.29920801838728	NA	NA	NA	NA	NA	NA	NA	NA	NA
KK2684	NA	-1.39720150649469	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-6.55129627883528	-6.77368870017173	NA	NA	NA	NA	-1.50222567226736	-4.25012674411472	-8.35865120089289	-5.68622585892139	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-8.03672310600552	NA	NA	-7.35865120089289	NA	NA	-6.45176060528437	NA	-9.77368870017173	NA	NA	NA	NA	NA	-5.57729148736823	-8.35865120089289	NA	NA	NA	-7.03672310600552	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-9.77368870017173	NA	NA	-4.46383343758494	NA	-7.65821148275179	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-8.03672310600552	NA	NA	NA	NA	NA	-5.83508924483587	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-6.55129627883528	NA	NA	NA	NA	NA	NA	NA	NA	NA	-8.35865120089289	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-9.03672310600552	NA	-9.03672310600552	NA	NA	NA	NA	-6.07324898203064	NA	-7.55129627883528	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-8.55129627883528	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-8.77368870017173	NA	NA	NA	NA	NA	NA	NA	NA	NA
KK2685	NA	-0.860864187124938	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-5.72168513403747	-6.26600565026128	NA	NA	NA	NA	-3.48464593673662	-2.86797457628813	-7.52904005609508	-8.52904005609508	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-7.26600565026128	NA	NA	-8.04361322892483	NA	NA	-6.7635053097321	NA	-6.39153653234514	NA	NA	NA	NA	NA	-6.60304063753885	NA	NA	-9.26600565026128	NA	-6.39153653234514	NA	NA	NA	NA	NA	-8.04361322892483	NA	NA	NA	NA	NA	NA	NA	-4.82860033795398	NA	-6.39153653234514	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-6.7635053097321	NA	NA	NA	NA	NA	-4.51111814809781	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-7.68104314954013	NA	NA	NA	NA	NA	NA	-8.85096815098244	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-7.68104314954013	-7.85096815098244	NA	NA	NA	NA	NA	NA	NA	-8.52904005609508	NA	NA	NA	NA	NA	NA	NA	NA	NA	-7.68104314954013	NA	NA	NA	NA	NA	NA	NA	NA	NA
KK2686	-9.07146236255663	-0.219145666188963	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-7.57669767080705	NA	NA	NA	NA	-9.72353905913632	NA	-5.91618413707871	NA	-9.53089398119392	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-8.6240033855854	NA	NA	-7.72353905913632	NA	-10.2089658863066	NA	NA	NA	NA	NA	-8.83045426305283	-8.83045426305283	NA	NA	NA	-11.5308939811939	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-7.53089398119392	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-10.5308939811939	-8.44343113994358	NA	NA	NA	NA	-10.2089658863066	NA	NA	NA	NA	NA	-9.20896588630656	NA	NA	NA	-3.8443934540107	-9.20896588630656	NA	-9.94593148047277	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-8.20896588630656	NA	NA	NA	NA	-7.44343113994358	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-11.5308939811939	-9.53089398119392	NA	NA	-8.94593148047277	-9.53089398119392	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KK2687	NA	-2.25799257146307	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-7.66106547980695	-10.2053859960308	NA	NA	NA	NA	-0.520053170279874	-6.72425930629414	-9.46842040186455	-10.4684204018646	NA	NA	NA	NA	NA	NA	NA	NA	-10.2053859960308	NA	-10.4684204018646	NA	NA	-8.08990877861082	NA	NA	-8.03546099458845	NA	-7.70288565550158	NA	NA	NA	NA	NA	-9.6204234953096	-9.33091687811462	NA	NA	NA	-8.08990877861082	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-5.33091687811462	NA	-9.6204234953096	-10.7903484967519	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-7.6204234953096	NA	NA	NA	NA	NA	-7.33091687811462	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-8.6204234953096	NA	NA	NA	NA	NA	NA	NA	NA	NA	-9.98299357469431	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-9.79034849675191	NA	NA	NA	NA	-6.813068573252	NA	-8.79034849675191	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-8.8834579011434	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KK2688	NA	-0.208575470588497	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-7.78890652257801	-7.4893462407191	NA	NA	NA	NA	NA	-5.40188339946876	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-6.36006322377413	NA	NA	-7.78890652257801	NA	-6.73445873855563	NA	NA	NA	NA	NA	NA	-8.6819913186615	NA	NA	NA	-9.4893462407191	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-9.90438373999794	NA	NA	-6.4893462407191	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-7.90438373999794	NA	NA	NA	NA	NA	-5.27989287509015	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-9.4893462407191	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-6.4893462407191	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-8.16741814583174	NA	-6.40188339946876	NA	NA	NA	NA	NA	NA	NA	NA	-9.90438373999794	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KK2689	-8.62935662007961	-0.371968777386958	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-9.04439411935845	NA	NA	NA	NA	NA	NA	-7.96639160735718	-9.40696419874316	-3.93819471552653	NA	NA	NA	NA	NA	-9.62935662007961	NA	NA	NA	NA	-11.2143191208008	NA	NA	NA	NA	NA	-8.04439411935845	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-12.2143191208008	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-7.57046293102604	NA	NA	-5.98550043030489	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-8.51387940265967	NA	NA	NA	NA	NA	-6.33167607143892	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-3.85676711618268	-8.62935662007961	NA	-7.00486575517182	NA	NA	-9.62935662007961	NA	NA	NA	-9.40696419874316	-8.51387940265967	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-9.8923910259134	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KK2690	NA	-8.59079494602331	NA	-11.7607199474656	NA	NA	NA	NA	NA	NA	-11.3456824481868	NA	-8.34568244818678	-0.150925593764532	NA	NA	NA	NA	NA	-7.07889590749188	-9.88625082954948	-5.46303939882494	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-5.55126658183667	NA	NA	NA	NA	NA	-8.53832752612917	NA	NA	NA	NA	NA	NA	NA	NA	-9.17575744674447	NA	NA	NA	-8.82212049212977	NA	-11.3456824481868	NA	NA	NA	-9.64524273004569	NA	NA	NA	NA	-10.7607199474656	NA	NA	-6.42681921091218	NA	NA	NA	NA	NA	NA	NA	NA	-8.88625082954948	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-9.25821960693644	-9.76071994746562	NA	NA	NA	NA	-11.0237543532994	NA	NA	NA	NA	NA	-9.34568244818678	-11.0237543532994	-11.0237543532994	NA	NA	NA	NA	NA	NA	NA	-9.43879185257826	NA	NA	NA	-8.59079494602331	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-9.34568244818678	NA	-11.7607199474656	NA	NA	NA	NA	-10.3456824481868	NA	-9.88625082954948	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-9.76071994746562	NA	NA	NA	NA	NA	NA	NA	NA	-11.0237543532994	NA	-11.0237543532994	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KK2691	NA	-0.3536369546147	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-7.30962209975139	-9.01006181789248	-2.62779805977764	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-11.0100618178925	NA	NA	-8.13559269997634	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-7.38557095298469	-11.5950243186136	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-6.98031447449843	NA	NA	-7.78766939655603	NA	-8.59502431861364	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-7.84013681645017	-7.27309622372627	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-6.68813372300512	NA	NA	NA	NA	NA	-10.2730962237263	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KK2692	NA	-0.0913645813453406	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-9.042441100188	NA	NA	NA	NA	NA	NA	-7.6798710208033	NA	-7.12187556768241	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-8.76233318099527	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-9.14935630410452	NA	NA	-8.94290542663709	NA	-8.94290542663709	NA	NA	NA	NA	NA	NA	NA	NA	NA	-10.8497960222456	NA	NA	-9.6798710208033	NA	NA	NA	NA	-10.8497960222456	-5.29520717056797	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-9.26483352152445	NA	NA	NA	-7.14935630410452	NA	NA	NA	NA	NA	-10.8497960222456	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-10.2648335215245	NA	NA	NA	-9.84979602224561	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
