feature	ASV3	ASV14	ASV19	ASV40	ASV42	ASV58	ASV67	ASV74	ASV93	ASV99	ASV121	ASV135	ASV147	ASV163	ASV191	ASV192	ASV199	ASV201	ASV207	ASV260	ASV262	ASV279	ASV280	ASV302	ASV307	ASV315	ASV316	ASV340	ASV387	ASV402	ASV423	ASV455	ASV465	ASV468	ASV477	ASV488	ASV489	ASV498	ASV499	ASV503	ASV512	ASV533	ASV582	ASV583	ASV622	ASV624	ASV629	ASV638	ASV645	ASV667	ASV672	ASV702	ASV725	ASV730	ASV754	ASV755	ASV761	ASV783	ASV798	ASV809	ASV824	ASV847	ASV863	ASV869	ASV870	ASV896	ASV904	ASV914	ASV944	ASV951	ASV957	ASV1030	ASV1037	ASV1045	ASV1056	ASV1064	ASV1079	ASV1084	ASV1107	ASV1119	ASV1120	ASV1147	ASV1158	ASV1161	ASV1201	ASV1209	ASV1226	ASV1240	ASV1293	ASV1316	ASV1342	ASV1346	ASV1348	ASV1485	ASV1501	ASV1504	ASV1526	ASV1536	ASV1564	ASV1597	ASV1614	ASV1641	ASV1719	ASV1764	ASV1832	ASV1834	ASV1838	ASV1843	ASV1904	ASV1931	ASV1973	ASV1977	ASV2019	ASV2091	ASV2216	ASV2255	ASV2281	ASV2385	ASV2449	ASV2521	ASV2631	ASV2721	ASV2730	ASV2763	ASV2771	ASV2779	ASV2786	ASV2796	ASV2868	ASV3005	ASV3051	ASV3132	ASV3171	ASV3199	ASV3245	ASV3298	ASV3333	ASV3349	ASV3373	ASV3399	ASV3449	ASV3500	ASV3605	ASV3678	ASV3775	ASV3809	ASV3835	ASV3882	ASV3913	ASV4023	ASV4057	ASV4094	ASV4101	ASV4102	ASV4116	ASV4138	ASV4243	ASV4265	ASV4315	ASV4338	ASV4438	ASV4662	ASV4810	ASV5145	ASV5215	ASV5302	ASV5340	ASV5848	ASV5873	ASV6356	ASV6392	ASV6454	ASV6654	ASV7202	ASV7440	ASV7717	ASV8426	ASV8525	ASV10208	ASV10292	ASV10339	ASV10534	ASV10599	ASV10850	ASV11775	ASV13149	ASV13259	ASV14237	ASV14524	ASV16513	ASV16811
KK2497	-1.61280950116797	NA	NA	NA	NA	NA	-2.08265531015824	NA	NA	NA	NA	-2.43479924452422	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-6.80363860578259	NA	NA	NA	NA	-5.31995944089862	NA	NA	NA	NA	-6.57775719836626	NA	-5.55699863819947	NA	-7.19442855881476	-7.51635665370212	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-6.87892673308683	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-9.68628165514443	-6.34643165225981	NA	NA	-5.22685003650714	NA	-6.11642604681349	NA	NA	NA	NA	NA	NA	-7.73208534475756	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-7.51635665370212	NA	NA	NA	NA	NA	-7.19442855881476	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KK2498	-1.06003163381005	NA	-1.08209162081896	NA	NA	NA	NA	NA	-6.4241662888181	NA	NA	NA	NA	NA	NA	-5.86957743714046	NA	NA	NA	NA	NA	NA	NA	-6.78031009904338	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-7.4241662888181	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KK2499	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-2.51630614005421	NA	-6.89481776330794	NA	NA	NA	NA	-0.291933354589525	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KK2500	-0.0382509906632727	NA	NA	NA	NA	NA	NA	NA	NA	-8.25620868852739	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-5.44885376646978	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KK2501	-5.59089163168102	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-5.8472313849408	NA	-0.804660001189165	NA	NA	NA	-5.54142295541671	NA	NA	-1.68288310107592	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-5.8273318275031	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-5.06296007599624	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-6.80770302075416	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KK2502	NA	NA	NA	NA	NA	NA	NA	NA	NA	-3.77820857639809	NA	NA	-4.83710226545166	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-4.96263314753551	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-5.10013667128545	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-2.49132742860993	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-2.86747591449517	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-4.42206476617281	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-5.10013667128545	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KK2503	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-5.62033683082304	NA	NA	NA	NA	NA	NA	NA	-3.29228263313884	NA	NA	NA	-7.47448596435959	NA	NA	NA	NA	NA	NA	NA	NA	-5.65136372644367	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.449559424605037	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-5.15255786947222	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-6.47448596435959	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-8.00500068105837	NA	NA	NA	NA	NA	NA	NA
KK2504	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-3.09848986339936	NA	-3.62205181945638	NA	-4.03708931873522	-4.81469689739877	-3.92161210131528	NA	NA	NA	-5.03708931873522	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-4.62205181945638	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-2.7640708243288	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-6.62205181945638	NA	NA	NA	NA	NA	-5.03708931873522	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-4.81469689739877	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-3.53458897820604	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KK2505	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-4.80855267641523	NA	NA	NA	NA	NA	NA	NA	NA	NA	-5.5909612413426	-4.87726542649924	-3.03514508628096	-5.5909612413426	NA	-4.62010758700212	NA	NA	NA	NA	NA	-6.53437771297623	NA	-4.87726542649924	NA	NA	NA	-5.77538581248003	NA	NA	NA	NA	NA	-4.68022857943969	NA	NA	NA	-5.53437771297623	NA	NA	NA	-3.94941521225508	NA	NA	NA	NA	NA	NA	NA	NA	NA	-4.91288933622996	NA	NA	NA	NA	NA	NA	NA	NA	NA	-4.56239208914583	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-4.02536406548837	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-6.14735458986698	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-3.41463846870214	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-5.77538581248003	NA	NA	NA	NA	NA	NA	NA	-4.87726542649924	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KK2506	NA	NA	NA	NA	NA	NA	-2.3001628862037	NA	NA	NA	NA	NA	-4.01416733192659	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-4.98907635096376	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-2.759594504841	-4.35520424976166	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-3.56165512722909	NA	NA	NA	NA	NA	-1.759594504841	-5.20320115631661	NA	NA	NA	NA	NA	NA	NA	NA	NA	-3.94016675048282	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KK2507	-1.23190780624589	NA	NA	NA	NA	NA	-1.54697291483989	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KK2508	-0.866162625577909	NA	-12.0826329236461	NA	NA	NA	-1.17697242193698	-9.4546017010331	NA	-10.78717704012	NA	NA	NA	NA	NA	-9.00290573117541	NA	NA	NA	NA	NA	NA	-13.9571020415623	-9.43354008550527	NA	NA	NA	NA	NA	NA	-10.3721395408411	NA	NA	-12.9571020415623	NA	NA	NA	NA	NA	NA	NA	NA	-10.5420645422834	-11.4546017010331	NA	NA	NA	NA	-12.3721395408411	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-11.7347096202258	NA	NA	NA	-13.2201364473961	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-11.3721395408411	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-13.2201364473961	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-11.7347096202258	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KK2509	-0.0428906380896509	NA	-7.03407616361479	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-7.80819475619846	NA	NA	NA	NA	NA	NA	-9.52440179019787	-8.30200936886142	NA	NA	NA	-11.5947911180893	NA	NA	NA	NA	NA	-10.9167192129766	NA	NA	NA	NA	NA	-9.16183171081316	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-6.79777814025312	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KK2510	-2.32192809488736	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-2.23173028591578	NA	NA	NA	NA	NA	NA	NA	NA	-1.78427130894456	NA	NA	-3.69116190455308	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-2.1886615640239	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KK2511	-3.29874330746656	NA	-0.927810829450712	NA	NA	NA	NA	NA	-1.48411858377242	NA	-12.4661614532983	-10.8811989525771	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-11.7291958591321	NA	-8.6588065312407	NA	NA	NA	-11.7291958591321	NA	NA	-8.55927085768978	NA	NA	-11.2437690319619	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-10.4661614532983	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-10.0511239540195	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-9.006729834661	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-8.52756199796244	NA	NA	-12.0511239540195	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KK2512	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-4.25466122480879	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-4.32024956643637	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-5.38896231652038	NA	NA	NA	NA	NA	-4.55668976225845	NA	NA	-3.82765108386387	NA	-5.46111210227622	NA	NA	NA	NA	NA	NA	NA	NA	-5.93915939908086	-6.04607460299737	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-3.49858680769488	-4.23871968093977	NA	-3.82765108386387	NA	NA	NA	NA	NA	NA	NA	NA	NA	-5.4245862262511	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-4.81577698357558	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-4.76923439763855	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-5.07408897916697	NA	NA	-3.31188609350174	NA	NA	NA	NA	NA	NA	NA	-4.49858680769488	NA	NA	NA	NA	NA	NA	-5.70212020178001	NA	NA	NA	NA	NA	NA	-6.16155182041731	NA	NA	-6.93915939908086	NA	NA	NA	NA	NA
KK2513	-2.98372446028717	NA	NA	NA	NA	NA	NA	NA	NA	-0.652840406131166	NA	NA	NA	NA	NA	-2.9784495182465	NA	NA	NA	NA	NA	NA	NA	-3.77270085302992	-7.32159409904355	NA	NA	NA	NA	NA	NA	NA	NA	-6.82855408776344	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-8.07648160120702	NA	NA	NA	NA	NA	NA	NA	NA	NA	-8.37604188306593	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-7.32159409904355	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-9.75455350631966	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-8.49151910048587	-11.076481601207	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-9.07648160120702	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KK2514	-0.753086214241893	NA	NA	NA	NA	NA	NA	NA	-1.31375176317879	-11.61850446429	NA	NA	NA	NA	NA	-8.0424750883389	NA	NA	NA	NA	NA	NA	-14.0514638715662	NA	NA	NA	NA	NA	NA	NA	NA	-12.7884294657324	NA	-13.5660370443959	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KK2515	-0.118424695709315	NA	NA	NA	NA	NA	NA	NA	-9.30577676890981	NA	NA	-10.3797773503536	NA	NA	NA	-4.6561613098464	NA	NA	NA	NA	NA	NA	NA	-5.01299501968197	-10.3057767689098	NA	NA	NA	-10.042742363076	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-11.3057767689098	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-11.3057767689098	-10.1041429077402	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-11.1682732451599	NA	NA	NA	NA	NA	NA	NA	-12.042742363076	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-11.3057767689098	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-11.042742363076	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KK2516	-1.94071226270525	NA	NA	NA	NA	NA	NA	NA	NA	-3.67948009950545	NA	-5.14342719926524	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-6.30096847625172	-2.87212517744784	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-3.89288373761464	NA	NA	NA	NA	NA	NA	NA	-6.09451759878429	-3.81158363551279	NA	-3.89288373761464	NA	-5.8314831929505	-4.1940532723352	-5.1940532723352	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-5.60909077161405	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-3.91394535314247	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-6.09451759878429	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
