Sample ID #,Study ID #,Date on Sample,Study,Sample_Type,Lifestage,Taxa,Site,Site_ID,Location,Date Received,Notes,Illumina Plate Number,GPrep Plate #:,Notebook Reference
KIT_DWN3_Ad_Caddis_MB_1,KK2507,2022-08-23,Grand River T3 2022,Adult_Hydropsychidae,Adult,Hydropsychidae,KIT,KIT_DWN,DWN,2022-12-21,322,LR463,373,
KIT_DWN3_Ad_Caddis_MB_5,KK2508,2022-08-23,Grand River T3 2022,Adult_Hydropsychidae,Adult,Hydropsychidae,KIT,KIT_DWN,DWN,2022-12-21,323,LR463,373,
KIT_DWN3_Ad_Caddis_MB_6,KK2509,2022-08-23,Grand River T3 2022,Adult_Hydropsychidae,Adult,Hydropsychidae,KIT,KIT_DWN,DWN,2022-12-21,324,LR463,373,
KIT_DWN3_Ad_Caddis_MB_7,KK2510,2022-08-23,Grand River T3 2022,Adult_Hydropsychidae,Adult,Hydropsychidae,KIT,KIT_DWN,DWN,2022-12-21,325,LR463,373,
KIT_DWN3_Ad_Caddis_MB_8,KK2511,2022-08-23,Grand River T3 2022,Adult_Hydropsychidae,Adult,Hydropsychidae,KIT,KIT_DWN,DWN,2022-12-21,326,LR463,373,
CAL_UP3_Ad_Caddis2_MB_4,KK2512,2022-07-16,Grand River T3 2022,Adult_Hydropsychidae,Adult,Hydropsychidae,CAL,CAL_UP,UP,2022-12-21,327,LR463,373,
CAL_UP3_Ad_Caddis_MB_1,KK2513,2022-07-16,Grand River T3 2022,Adult_Hydropsychidae,Adult,Hydropsychidae,CAL,CAL_UP,UP,2022-12-21,328,LR463,373,
CAL_UP3_Ad_Caddis_MB_3,KK2514,2022-07-16,Grand River T3 2022,Adult_Hydropsychidae,Adult,Hydropsychidae,CAL,CAL_UP,UP,2022-12-21,329,LR463,373,
CAL_UP3_Ad_Caddis_MB_6,KK2515,2022-07-16,Grand River T3 2022,Adult_Hydropsychidae,Adult,Hydropsychidae,CAL,CAL_UP,UP,2022-12-21,330,LR463,373,
CAL_UP3_Ad_Caddis_MB_7,KK2516,2022-07-16,Grand River T3 2022,Adult_Hydropsychidae,Adult,Hydropsychidae,CAL,CAL_UP,UP,2022-12-21,331,LR464,374,
CAL_UP3_Ad_Caddis_MB_9,KK2517,2022-07-16,Grand River T3 2022,Adult_Hydropsychidae,Adult,Hydropsychidae,CAL,CAL_UP,UP,2022-12-21,332,LR464,374,
CAL_DWN3_Ad_Caddis_MB_1,KK2518,2022-07-15,Grand River T3 2022,Adult_Hydropsychidae,Adult,Hydropsychidae,CAL,CAL_DWN,DWN,2022-12-21,333,LR464,374,
CAL_DWN3_Ad_Caddis_MB_2,KK2519,2022-07-15,Grand River T3 2022,Adult_Hydropsychidae,Adult,Hydropsychidae,CAL,CAL_DWN,DWN,2022-12-21,334,LR464,374,
CAL_DWN3_Ad_Caddis_MB_3,KK2520,2022-07-15,Grand River T3 2022,Adult_Hydropsychidae,Adult,Hydropsychidae,CAL,CAL_DWN,DWN,2022-12-21,335,LR464,374,
CAL_DWN3_Ad_Caddis_MB_4,KK2521,2022-07-15,Grand River T3 2022,Adult_Hydropsychidae,Adult,Hydropsychidae,CAL,CAL_DWN,DWN,2022-12-21,336,LR464,374,
CAL_DWN3_Ad_Caddis_MB_5,KK2522,2022-07-15,Grand River T3 2022,Adult_Hydropsychidae,Adult,Hydropsychidae,CAL,CAL_DWN,DWN,2022-12-21,337,LR464,374,
CAL_DWN3_Ad_Caddis_MB_6,KK2523,2022-07-15,Grand River T3 2022,Adult_Hydropsychidae,Adult,Hydropsychidae,CAL,CAL_DWN,DWN,2022-12-21,338,LR464,374,
KIT_UP3_Ad_Caddis_MB_1,KK2524,2022-08-24,Grand River T3 2022,Adult_Hydropsychidae,Adult,Hydropsychidae,KIT,KIT_UP,UP,2022-12-21,339,LR464,374,
KIT_UP3_Ad_Caddis_MB_2,KK2525,2022-08-24,Grand River T3 2022,Adult_Hydropsychidae,Adult,Hydropsychidae,KIT,KIT_UP,UP,2022-12-21,340,LR464,374,
KIT_UP3_Ad_Caddis_MB_3,KK2526,2022-08-24,Grand River T3 2022,Adult_Hydropsychidae,Adult,Hydropsychidae,KIT,KIT_UP,UP,2022-12-21,341,LR464,374,
KIT_UP3_Ad_Caddis_MB_4,KK2527,2022-08-24,Grand River T3 2022,Adult_Hydropsychidae,Adult,Hydropsychidae,KIT,KIT_UP,UP,2022-12-21,342,LR464,374,
KIT_UP3_Ad_Caddis_MB_5,KK2528,2022-08-24,Grand River T3 2022,Adult_Hydropsychidae,Adult,Hydropsychidae,KIT,KIT_UP,UP,2022-12-21,343,LR464,374,
KIT_UP3_Ad_Caddis_MB_6,KK2529,2022-08-24,Grand River T3 2022,Adult_Hydropsychidae,Adult,Hydropsychidae,KIT,KIT_UP,UP,2022-12-21,344,LR464,374,
WAT_DWN3_Ad_Chiro_MB_1,KK2530,2022-08-18,Grand River T3 2022,Adult_Chironomidae,Adult,Chironomidae,WAT,WAT_DWN,DWN,2022-12-21,345,LR464,374,
WAT_DWN3_Ad_Chiro_MB_2,KK2531,2022-08-18,Grand River T3 2022,Adult_Chironomidae,Adult,Chironomidae,WAT,WAT_DWN,DWN,2022-12-21,346,LR464,374,
WAT_DWN3_Ad_Chiro_MB_3,KK2532,2022-08-18,Grand River T3 2022,Adult_Chironomidae,Adult,Chironomidae,WAT,WAT_DWN,DWN,2022-12-21,347,LR464,374,
WAT_DWN3_Ad_Chiro_MB_4,KK2533,2022-08-18,Grand River T3 2022,Adult_Chironomidae,Adult,Chironomidae,WAT,WAT_DWN,DWN,2022-12-21,348,LR464,374,
WAT_DWN3_Ad_Chiro_MB_5,KK2534,2022-08-18,Grand River T3 2022,Adult_Chironomidae,Adult,Chironomidae,WAT,WAT_DWN,DWN,2022-12-21,349,LR464,374,
WAT_DWN3_Ad_Chiro_MB_6,KK2535,2022-08-18,Grand River T3 2022,Adult_Chironomidae,Adult,Chironomidae,WAT,WAT_DWN,DWN,2022-12-21,350,LR464,374,
WAT_UP3_Ad_Chiro_MB_1,KK2536,2022-08-18,Grand River T3 2022,Adult_Chironomidae,Adult,Chironomidae,WAT,WAT_UP,UP,2022-12-21,351,LR464,374,
WAT_UP3_Ad_Chiro_MB_2,KK2537,2022-08-18,Grand River T3 2022,Adult_Chironomidae,Adult,Chironomidae,WAT,WAT_UP,UP,2022-12-21,352,LR464,374,
WAT_UP3_Ad_Chiro_MB_3,KK2538,2022-08-18,Grand River T3 2022,Adult_Chironomidae,Adult,Chironomidae,WAT,WAT_UP,UP,2022-12-21,353,LR464,374,
WAT_UP3_Ad_Chiro_MB_4,KK2539,2022-08-18,Grand River T3 2022,Adult_Chironomidae,Adult,Chironomidae,WAT,WAT_UP,UP,2022-12-21,354,LR464,374,
WAT_UP3_Ad_Chiro_MB_5,KK2540,2022-08-18,Grand River T3 2022,Adult_Chironomidae,Adult,Chironomidae,WAT,WAT_UP,UP,2022-12-21,355,LR464,374,
WAT_UP3_Ad_Chiro_MB_6,KK2541,2022-08-18,Grand River T3 2022,Adult_Chironomidae,Adult,Chironomidae,WAT,WAT_UP,UP,2022-12-21,356,LR464,374,
HESP_UP3_Ad_Chiro_MB_1,KK2542,2022-08-17,Grand River T3 2022,Adult_Chironomidae,Adult,Chironomidae,HESP,HESP_UP,UP,2022-12-21,357,LR464,374,
HESP_UP3_Ad_Chiro_MB_2,KK2543,2022-08-17,Grand River T3 2022,Adult_Chironomidae,Adult,Chironomidae,HESP,HESP_UP,UP,2022-12-21,358,LR464,374,
HESP_UP3_Ad_Chiro_MB_3,KK2544,2022-08-17,Grand River T3 2022,Adult_Chironomidae,Adult,Chironomidae,HESP,HESP_UP,UP,2022-12-21,359,LR464,374,
HESP_UP3_Ad_Chiro_MB_4,KK2545,2022-08-17,Grand River T3 2022,Adult_Chironomidae,Adult,Chironomidae,HESP,HESP_UP,UP,2022-12-21,360,LR464,374,
HESP_UP3_Ad_Chiro_MB_5,KK2546,2022-08-17,Grand River T3 2022,Adult_Chironomidae,Adult,Chironomidae,HESP,HESP_UP,UP,2022-12-21,361,LR464,374,
HESP_UP3_Ad_Chiro_MB_6,KK2547,2022-08-17,Grand River T3 2022,Adult_Chironomidae,Adult,Chironomidae,HESP,HESP_UP,UP,2022-12-21,362,LR464,374,
HESP_DWN3_Ad_Chiro_MB_1,KK2548,2022-08-17,Grand River T3 2022,Adult_Chironomidae,Adult,Chironomidae,HESP,HESP_DWN,DWN,2022-12-21,363,LR464,374,
HESP_DWN3_Ad_Chiro_MB_2,KK2549,2022-08-17,Grand River T3 2022,Adult_Chironomidae,Adult,Chironomidae,HESP,HESP_DWN,DWN,2022-12-21,364,LR464,374,
HESP_DWN3_Ad_Chiro_MB_3,KK2550,2022-08-17,Grand River T3 2022,Adult_Chironomidae,Adult,Chironomidae,HESP,HESP_DWN,DWN,2022-12-21,365,LR464,374,
HESP_DWN3_Ad_Chiro_MB_4,KK2551,2022-08-17,Grand River T3 2022,Adult_Chironomidae,Adult,Chironomidae,HESP,HESP_DWN,DWN,2022-12-21,366,LR464,374,
HESP_DWN3_Ad_Chiro_MB_5,KK2552,2022-08-17,Grand River T3 2022,Adult_Chironomidae,Adult,Chironomidae,HESP,HESP_DWN,DWN,2022-12-21,367,LR464,374,
HESP_DWN3_Ad_Chiro_MB_6,KK2553,2022-08-17,Grand River T3 2022,Adult_Chironomidae,Adult,Chironomidae,HESP,HESP_DWN,DWN,2022-12-21,368,LR464,374,
KIT_DWN3_Ad_Chiro_MB_1,KK2554,2022-08-23,Grand River T3 2022,Adult_Chironomidae,Adult,Chironomidae,KIT,KIT_DWN,DWN,2022-12-21,369,LR464,374,
KIT_DWN3_Ad_Chiro_MB_2,KK2555,2022-08-23,Grand River T3 2022,Adult_Chironomidae,Adult,Chironomidae,KIT,KIT_DWN,DWN,2022-12-21,370,LR464,374,
KIT_DWN3_Ad_Chiro_MB_3,KK2556,2022-08-23,Grand River T3 2022,Adult_Chironomidae,Adult,Chironomidae,KIT,KIT_DWN,DWN,2022-12-21,371,LR464,374,
KIT_DWN3_Ad_Chiro_MB_4,KK2557,2022-08-23,Grand River T3 2022,Adult_Chironomidae,Adult,Chironomidae,KIT,KIT_DWN,DWN,2022-12-21,372,LR464,374,
KIT_DWN3_Ad_Chiro_MB_5,KK2558,2022-08-23,Grand River T3 2022,Adult_Chironomidae,Adult,Chironomidae,KIT,KIT_DWN,DWN,2022-12-21,373,LR464,374,
KIT_DWN3_Ad_Chiro_MB_6,KK2559,2022-08-23,Grand River T3 2022,Adult_Chironomidae,Adult,Chironomidae,KIT,KIT_DWN,DWN,2022-12-21,374,LR464,374,
CAL_UP3_Ad_Chiro_MB_1,KK2560,2022-07-16,Grand River T3 2022,Adult_Chironomidae,Adult,Chironomidae,CAL,CAL_UP,UP,2022-12-21,375,LR464,374,
CAL_UP3_Ad_Chiro_MB_2,KK2561,2022-07-16,Grand River T3 2022,Adult_Chironomidae,Adult,Chironomidae,CAL,CAL_UP,UP,2022-12-21,376,LR464,374,
CAL_UP3_Ad_Chiro_MB_3,KK2562,2022-07-16,Grand River T3 2022,Adult_Chironomidae,Adult,Chironomidae,CAL,CAL_UP,UP,2022-12-21,377,LR464,374,
CAL_UP3_Ad_Chiro_MB_4,KK2563,2022-07-16,Grand River T3 2022,Adult_Chironomidae,Adult,Chironomidae,CAL,CAL_UP,UP,2022-12-21,378,LR464,374,
CAL_UP3_Ad_Chiro_MB_5,KK2564,2022-07-16,Grand River T3 2022,Adult_Chironomidae,Adult,Chironomidae,CAL,CAL_UP,UP,2022-12-21,379,LR464,374,
CAL_UP3_Ad_Chiro_MB_6,KK2565,2022-07-16,Grand River T3 2022,Adult_Chironomidae,Adult,Chironomidae,CAL,CAL_UP,UP,2022-12-21,380,LR464,374,
CAL_DWN3_Ad_Chiro_MB_1,KK2566,2022-07-15,Grand River T3 2022,Adult_Chironomidae,Adult,Chironomidae,CAL,CAL_DWN,DWN,2022-12-21,381,LR464,374,
CAL_DWN3_Ad_Chiro_MB_2,KK2567,2022-07-15,Grand River T3 2022,Adult_Chironomidae,Adult,Chironomidae,CAL,CAL_DWN,DWN,2022-12-21,382,LR464,374,
CAL_DWN3_Ad_Chiro_MB_3,KK2568,2022-07-15,Grand River T3 2022,Adult_Chironomidae,Adult,Chironomidae,CAL,CAL_DWN,DWN,2022-12-21,383,LR464,374,
CAL_DWN3_Ad_Chiro_MB_4,KK2569,2022-07-15,Grand River T3 2022,Adult_Chironomidae,Adult,Chironomidae,CAL,CAL_DWN,DWN,2022-12-21,384,LR464,374,
CAL_DWN3_Ad_Chiro_MB_5,KK2570,2022-07-15,Grand River T3 2022,Adult_Chironomidae,Adult,Chironomidae,CAL,CAL_DWN,DWN,2022-12-21,385,LR464,374,
CAL_DWN3_Ad_Chiro_MB_6,KK2571,2022-07-15,Grand River T3 2022,Adult_Chironomidae,Adult,Chironomidae,CAL,CAL_DWN,DWN,2022-12-21,386,LR464,374,
KIT_UP3_Ad_Chiro_MB_1,KK2572,2022-08-24,Grand River T3 2022,Adult_Chironomidae,Adult,Chironomidae,KIT,KIT_UP,UP,2022-12-21,487,LR464,374,
KIT_UP3_Ad_Chiro_MB_2,KK2573,2022-08-24,Grand River T3 2022,Adult_Chironomidae,Adult,Chironomidae,KIT,KIT_UP,UP,2022-12-21,488,LR464,374,
KIT_UP3_Ad_Chiro_MB_3,KK2574,2022-08-24,Grand River T3 2022,Adult_Chironomidae,Adult,Chironomidae,KIT,KIT_UP,UP,2022-12-21,489,LR464,374,
KIT_UP3_Ad_Chiro_MB_4,KK2575,2022-08-24,Grand River T3 2022,Adult_Chironomidae,Adult,Chironomidae,KIT,KIT_UP,UP,2022-12-21,490,LR464,374,
KIT_UP3_Ad_Chiro_MB_5,KK2576,2022-08-24,Grand River T3 2022,Adult_Chironomidae,Adult,Chironomidae,KIT,KIT_UP,UP,2022-12-21,491,LR464,374,
KIT_UP3_Ad_Chiro_MB_6,KK2577,2022-08-24,Grand River T3 2022,Adult_Chironomidae,Adult,Chironomidae,KIT,KIT_UP,UP,2022-12-21,492,LR464,374,
WAT_DWN3_Ad_Mayfly_MB_1,KK2578,2022-08-18,Grand River T3 2022,Adult_Heptageniidae,Adult,Heptageniidae,WAT,WAT_DWN,DWN,2022-12-21,393,LR464,374,
WAT_DWN3_Ad_Mayfly_MB_2,KK2579,2022-08-18,Grand River T3 2022,Adult_Heptageniidae,Adult,Heptageniidae,WAT,WAT_DWN,DWN,2022-12-21,394,LR464,374,
WAT_DWN3_Ad_Mayfly_MB_3,KK2580,2022-08-18,Grand River T3 2022,Adult_Heptageniidae,Adult,Heptageniidae,WAT,WAT_DWN,DWN,2022-12-21,395,LR464,374,
WAT_DWN3_Ad_Mayfly_MB_4,KK2581,2022-08-18,Grand River T3 2022,Adult_Heptageniidae,Adult,Heptageniidae,WAT,WAT_DWN,DWN,2022-12-21,396,LR464,374,
WAT_UP3_Ad_Mayfly_MB_1,KK2582,2022-08-18,Grand River T3 2022,Adult_Heptageniidae,Adult,Heptageniidae,WAT,WAT_UP,UP,2022-12-21,398,LR464,374,
WAT_UP3_Ad_Mayfly_MB_2,KK2583,2022-08-18,Grand River T3 2022,Adult_Heptageniidae,Adult,Heptageniidae,WAT,WAT_UP,UP,2022-12-21,399,LR464,374,
WAT_UP3_Ad_Mayfly_MB_3,KK2584,2022-08-18,Grand River T3 2022,Adult_Heptageniidae,Adult,Heptageniidae,WAT,WAT_UP,UP,2022-12-21,400,LR464,374,
WAT_UP3_Ad_Mayfly_MB_4,KK2585,2022-08-18,Grand River T3 2022,Adult_Heptageniidae,Adult,Heptageniidae,WAT,WAT_UP,UP,2022-12-21,401,LR464,374,
WAT_UP3_Ad_Mayfly_MB_5,KK2586,2022-08-18,Grand River T3 2022,Adult_Heptageniidae,Adult,Heptageniidae,WAT,WAT_UP,UP,2022-12-21,402,LR464,374,
WAT_UP3_Ad_Mayfly_MB_6,KK2587,2022-08-18,Grand River T3 2022,Adult_Heptageniidae,Adult,Heptageniidae,WAT,WAT_UP,UP,2022-12-21,403,LR464,374,
HESP_UP3_Ad_Mayfly_MB_1,KK2588,2022-08-17,Grand River T3 2022,Adult_Heptageniidae,Adult,Heptageniidae,HESP,HESP_UP,UP,2022-12-21,404,LR464,374,
HESP_UP3_Ad_Mayfly_MB_2,KK2589,2022-08-17,Grand River T3 2022,Adult_Heptageniidae,Adult,Heptageniidae,HESP,HESP_UP,UP,2022-12-21,405,LR464,374,
HESP_UP3_Ad_Mayfly_MB_3,KK2590,2022-08-17,Grand River T3 2022,Adult_Heptageniidae,Adult,Heptageniidae,HESP,HESP_UP,UP,2022-12-21,406,LR464,374,
HESP_UP3_Ad_Mayfly_MB_4,KK2591,2022-08-24,Grand River T3 2022,Adult_Heptageniidae,Adult,Heptageniidae,HESP,HESP_UP,UP,2022-12-21,407,LR464,374,
HESP_UP3_Ad_Mayfly_MB_6,KK2592,2022-08-24,Grand River T3 2022,Adult_Heptageniidae,Adult,Heptageniidae,HESP,HESP_UP,UP,2022-12-21,408,LR464,374,
HESP_DWN3_Ad_Mayfly_MB_1,KK2593,2022-08-17,Grand River T3 2022,Adult_Heptageniidae,Adult,Heptageniidae,HESP,HESP_DWN,DWN,2022-12-21,409,LR464,374,
HESP_DWN3_Ad_Mayfly_MB_2,KK2594,2022-08-17,Grand River T3 2022,Adult_Heptageniidae,Adult,Heptageniidae,HESP,HESP_DWN,DWN,2022-12-21,410,LR464,374,
HESP_DWN3_Ad_Mayfly_MB_4,KK2595,2022-08-17,Grand River T3 2022,Adult_Heptageniidae,Adult,Heptageniidae,HESP,HESP_DWN,DWN,2022-12-21,411,LR464,374,
HESP_DWN3_Ad_Mayfly_MB_5,KK2596,2022-08-17,Grand River T3 2022,Adult_Heptageniidae,Adult,Heptageniidae,HESP,HESP_DWN,DWN,2022-12-21,412,LR464,374,
HESP_DWN3_Ad_Mayfly_MB_6,KK2597,2022-08-17,Grand River T3 2022,Adult_Heptageniidae,Adult,Heptageniidae,HESP,HESP_DWN,DWN,2022-12-21,413,LR464,374,
HESP_DWN3_Ad_Mayfly_MB_8,KK2598,2022-08-17,Grand River T3 2022,Adult_Heptageniidae,Adult,Heptageniidae,HESP,HESP_DWN,DWN,2022-12-21,414,LR464,374,
KIT_DWN3_Ad_Mayfly_MB_2,KK2599,2022-08-23,Grand River T3 2022,Adult_Heptageniidae,Adult,Heptageniidae,KIT,KIT_DWN,DWN,2022-12-21,415,LR464,374,
KIT_DWN3_Ad_Mayfly_MB_4,KK2600,2022-08-23,Grand River T3 2022,Adult_Heptageniidae,Adult,Heptageniidae,KIT,KIT_DWN,DWN,2022-12-21,416,LR464,374,
KIT_DWN3_Ad_Mayfly_MB_5,KK2601,2022-08-23,Grand River T3 2022,Adult_Heptageniidae,Adult,Heptageniidae,KIT,KIT_DWN,DWN,2022-12-21,417,LR464,374,
KIT_DWN3_Ad_Mayfly_MB_6,KK2602,2022-08-23,Grand River T3 2022,Adult_Heptageniidae,Adult,Heptageniidae,KIT,KIT_DWN,DWN,2022-12-21,418,LR464,374,
KIT_DWN3_Ad_Mayfly_MB_7,KK2603,2022-08-23,Grand River T3 2022,Adult_Heptageniidae,Adult,Heptageniidae,KIT,KIT_DWN,DWN,2022-12-21,419,LR464,374,
HESP_DWN3_Ad_Caddis_MB_3,KK2604,2022-08-17,Grand River T3 2022,Adult_Hydropsychidae,Adult,Hydropsychidae,HESP,HESP_DWN,DWN,2022-12-21,420,LR464,374,
CAL_UP3_Ad_Mayfly_MB_1,KK2605,2022-07-16,Grand River T3 2022,Adult_Heptageniidae,Adult,Heptageniidae,CAL,CAL_UP,UP,2022-12-21,421,LR464,374,
CAL_UP3_Ad_Mayfly_MB_2,KK2606,2022-07-16,Grand River T3 2022,Adult_Heptageniidae,Adult,Heptageniidae,CAL,CAL_UP,UP,2022-12-21,422,LR464,374,
CAL_UP3_Ad_Mayfly_MB_3,KK2607,2022-07-16,Grand River T3 2022,Adult_Heptageniidae,Adult,Heptageniidae,CAL,CAL_UP,UP,2022-12-21,423,LR464,375,
CAL_UP3_Ad_Mayfly_MB_4,KK2608,2022-07-16,Grand River T3 2022,Adult_Heptageniidae,Adult,Heptageniidae,CAL,CAL_UP,UP,2022-12-21,424,LR464,375,
CAL_UP3_Ad_Mayfly_MB_5,KK2609,2022-07-16,Grand River T3 2022,Adult_Heptageniidae,Adult,Heptageniidae,CAL,CAL_UP,UP,2022-12-21,425,LR464,375,
CAL_UP3_Ad_Mayfly_MB_6,KK2610,2022-07-16,Grand River T3 2022,Adult_Heptageniidae,Adult,Heptageniidae,CAL,CAL_UP,UP,2022-12-21,426,LR464,375,
CAL_DWN3_Ad_Mayfly_MB_1,KK2611,2022-07-15,Grand River T3 2022,Adult_Heptageniidae,Adult,Heptageniidae,CAL,CAL_DWN,DWN,2022-12-21,427,LR464,375,
CAL_DWN3_Ad_Mayfly_MB_2,KK2612,2022-07-15,Grand River T3 2022,Adult_Heptageniidae,Adult,Heptageniidae,CAL,CAL_DWN,DWN,2022-12-21,428,LR464,375,
CAL_DWN3_Ad_Mayfly_MB_3,KK2613,2022-07-15,Grand River T3 2022,Adult_Heptageniidae,Adult,Heptageniidae,CAL,CAL_DWN,DWN,2022-12-21,429,LR464,375,
CAL_DWN3_Ad_Mayfly_MB_4,KK2614,2022-07-15,Grand River T3 2022,Adult_Heptageniidae,Adult,Heptageniidae,CAL,CAL_DWN,DWN,2022-12-21,430,LR464,375,
CAL_DWN3_Ad_Mayfly_MB_5,KK2615,2022-07-15,Grand River T3 2022,Adult_Heptageniidae,Adult,Heptageniidae,CAL,CAL_DWN,DWN,2022-12-21,431,LR464,375,
CAL_DWN3_Ad_Mayfly_MB_6,KK2616,2022-07-15,Grand River T3 2022,Adult_Heptageniidae,Adult,Heptageniidae,CAL,CAL_DWN,DWN,2022-12-21,432,LR464,375,
KIT_UP3_Ad_Mayfly_MB_1,KK2617,2022-08-24,Grand River T3 2022,Adult_Heptageniidae,Adult,Heptageniidae,KIT,KIT_UP,UP,2022-12-21,433,LR464,375,
KIT_UP3_Ad_Mayfly_MB_2,KK2618,2022-08-24,Grand River T3 2022,Adult_Heptageniidae,Adult,Heptageniidae,KIT,KIT_UP,UP,2022-12-21,434,LR464,375,
KIT_UP3_Ad_Mayfly_MB_3,KK2619,2022-08-24,Grand River T3 2022,Adult_Heptageniidae,Adult,Heptageniidae,KIT,KIT_UP,UP,2022-12-21,435,LR464,375,
KIT_UP3_Ad_Mayfly_MB_4,KK2620,2022-08-24,Grand River T3 2022,Adult_Heptageniidae,Adult,Heptageniidae,KIT,KIT_UP,UP,2022-12-21,436,LR464,375,
KIT_UP3_Ad_Mayfly_MB_5,KK2621,2022-08-24,Grand River T3 2022,Adult_Heptageniidae,Adult,Heptageniidae,KIT,KIT_UP,UP,2022-12-21,437,LR464,375,
KIT_UP3_Ad_Mayfly_MB_6,KK2622,2022-08-24,Grand River T3 2022,Adult_Heptageniidae,Adult,Heptageniidae,KIT,KIT_UP,UP,2022-12-21,438,LR464,375,
WAT_DWN3_Araneid_MB_1,KK2623,2022-08-18,Grand River T3 2022,Araneid,Spider,Araneid,WAT,WAT_DWN,DWN,2022-12-21,439,LR464,375,
WAT_DWN3_Araneid_MB_2,KK2624,2022-08-18,Grand River T3 2022,Araneid,Spider,Araneid,WAT,WAT_DWN,DWN,2022-12-21,440,LR464,375,
WAT_DWN3_Araneid_MB_3,KK2625,2022-08-18,Grand River T3 2022,Araneid,Spider,Araneid,WAT,WAT_DWN,DWN,2022-12-21,441,LR464,375,
WAT_DWN3_Araneid_MB_4,KK2626,2022-08-18,Grand River T3 2022,Araneid,Spider,Araneid,WAT,WAT_DWN,DWN,2022-12-21,442,LR464,375,
WAT_DWN3_Araneid_MB_5,KK2627,2022-08-18,Grand River T3 2022,Araneid,Spider,Araneid,WAT,WAT_DWN,DWN,2022-12-21,443,LR464,375,
WAT_DWN3_Araneid_MB_6,KK2628,2022-08-18,Grand River T3 2022,Araneid,Spider,Araneid,WAT,WAT_DWN,DWN,2022-12-21,444,LR464,375,
WAT_UP3_Araneid_MB_1,KK2629,2022-08-18,Grand River T3 2022,Araneid,Spider,Araneid,WAT,WAT_UP,UP,2022-12-21,445,LR464,375,
WAT_UP3_Araneid_MB_2,KK2630,2022-08-18,Grand River T3 2022,Araneid,Spider,Araneid,WAT,WAT_UP,UP,2022-12-21,446,LR464,375,
WAT_UP3_Araneid_MB_3,KK2631,2022-08-18,Grand River T3 2022,Araneid,Spider,Araneid,WAT,WAT_UP,UP,2022-12-21,447,LR464,375,
WAT_UP3_Araneid_MB_4,KK2632,2022-08-18,Grand River T3 2022,Araneid,Spider,Araneid,WAT,WAT_UP,UP,2022-12-21,448,LR464,375,
WAT_UP3_Araneid_MB_5,KK2633,2022-08-18,Grand River T3 2022,Araneid,Spider,Araneid,WAT,WAT_UP,UP,2022-12-21,449,LR464,375,
WAT_UP3_Araneid_MB_6,KK2634,2022-08-18,Grand River T3 2022,Araneid,Spider,Araneid,WAT,WAT_UP,UP,2022-12-21,450,LR464,375,
HESP_UP3_Araneid_MB_1,KK2635,2022-08-17,Grand River T3 2022,Araneid,Spider,Araneid,HESP,HESP_UP,UP,2022-12-21,451,LR464,375,
HESP_UP3_Araneid_MB_2,KK2636,2022-08-17,Grand River T3 2022,Araneid,Spider,Araneid,HESP,HESP_UP,UP,2022-12-21,452,LR464,375,
HESP_UP3_Araneid_MB_3,KK2637,2022-08-17,Grand River T3 2022,Araneid,Spider,Araneid,HESP,HESP_UP,UP,2022-12-21,453,LR464,375,
HESP_UP3_Araneid_MB_4,KK2638,2022-08-17,Grand River T3 2022,Araneid,Spider,Araneid,HESP,HESP_UP,UP,2022-12-21,454,LR464,375,
HESP_UP3_Araneid_MB_5,KK2639,2022-08-17,Grand River T3 2022,Araneid,Spider,Araneid,HESP,HESP_UP,UP,2022-12-21,455,LR464,375,
HESP_UP3_Araneid_MB_6,KK2640,2022-08-17,Grand River T3 2022,Araneid,Spider,Araneid,HESP,HESP_UP,UP,2022-12-21,456,LR464,375,
KIT_DWN3_Araneid_MB_1,KK2641,2022-08-23,Grand River T3 2022,Araneid,Spider,Araneid,KIT,KIT_DWN,DWN,2022-12-21,457,LR464,375,
KIT_DWN3_Araneid_MB_2,KK2642,2022-08-23,Grand River T3 2022,Araneid,Spider,Araneid,KIT,KIT_DWN,DWN,2022-12-21,458,LR464,375,
KIT_DWN3_Araneid_MB_3,KK2643,2022-08-23,Grand River T3 2022,Araneid,Spider,Araneid,KIT,KIT_DWN,DWN,2022-12-21,459,LR464,375,
KIT_DWN3_Araneid_MB_4,KK2644,2022-08-23,Grand River T3 2022,Araneid,Spider,Araneid,KIT,KIT_DWN,DWN,2022-12-21,460,LR464,375,
KIT_DWN3_Araneid_MB_5,KK2645,2022-08-23,Grand River T3 2022,Araneid,Spider,Araneid,KIT,KIT_DWN,DWN,2022-12-21,461,LR464,375,
KIT_DWN3_Araneid_MB_6,KK2646,2022-08-23,Grand River T3 2022,Araneid,Spider,Araneid,KIT,KIT_DWN,DWN,2022-12-21,462,LR464,375,
HESP_DWN3_Araneid_MB_1,KK2647,2022-08-17,Grand River T3 2022,Araneid,Spider,Araneid,HESP,HESP_DWN,DWN,2022-12-21,463,LR464,375,
HESP_DWN3_Araneid_MB_2,KK2648,2022-08-17,Grand River T3 2022,Araneid,Spider,Araneid,HESP,HESP_DWN,DWN,2022-12-21,464,LR464,375,
HESP_DWN3_Araneid_MB_3,KK2649,2022-08-17,Grand River T3 2022,Araneid,Spider,Araneid,HESP,HESP_DWN,DWN,2022-12-21,465,LR464,375,
